metal,P_bar,cost,T_C,Tsep_C,V_m3,metal_cost,reactor,fresh_comp,recycle_comp,refrig,logTOF
Fe,540.0,15.698737627662826,450.0,30.0,0.489560512033352,0.0020192341580680603,0.038877384508782455,15.582280968321824,0.07556004067415209,0.0,-3.316178276546553
Fe,545.0,15.746972171508881,450.0,30.0,0.4817107567603739,0.001986857171791454,0.038757565267338284,15.631968870592768,0.07425887847698368,0.0,-3.3091582405652384
Fe,550.0,15.794793102279176,450.0,30.0,0.47408266864255266,0.00195539447063469,0.03864022831929396,15.68120299573004,0.0729944837592077,0.0,-3.302225975018322
Fe,555.0,15.842207087814682,450.0,30.0,0.46666764014838563,0.001924810552098691,0.03852529687308926,15.729991557064139,0.07176542332535361,0.0,-3.2953795831131636
Fe,560.0,15.889220650919853,450.0,30.0,0.45945748652730556,0.0018950716574804682,0.0384126972998614,15.778342546933086,0.0705703350294247,0.0,-3.288617228637495
Fe,565.0,15.935840172685918,450.0,30.0,0.45244442073309055,0.001866145668442584,0.03830235897020721,15.826263744540197,0.06940792350707013,0.0,-3.2819371333324474
Fe,570.0,15.98207189578605,450.0,30.0,0.44562103009001414,0.001838002010770694,0.0381942141011048,15.8737627234657,0.0682769562084724,0.0,-3.2753375744113944
Fe,575.0,16.027921927734894,450.0,30.0,0.4389802545628667,0.0018106115647463933,0.038088197612253134,15.920846858850277,0.06717625970761784,0.0,-3.2688168822147254
Fe,580.0,16.073396244106384,450.0,30.0,0.43251536650447586,0.0017839465816141353,0.03798424699115031,15.967523334267671,0.06610471626594637,0.0,-3.2623734379914633
Fe,585.0,16.118500691704483,450.0,30.0,0.4262199517655761,0.0017579806056672732,0.03788230216628747,16.01379914830229,0.06506126063023793,0.0,-3.256005671799353
Fe,590.0,16.163240991682805,450.0,30.0,0.4200878920619665,0.0017326884015198974,0.03778230538788597,16.059681120846914,0.06404487704648375,0.0,-3.2497120605156753
Fe,595.0,16.2076227426111,450.0,30.0,0.41411334850382575,0.0017080458861720882,0.03768420111566443,16.105175899134654,0.06305459647461181,0.0,-3.24349112595246
Fe,600.0,16.251651423476083,450.0,30.0,0.4082907461948251,0.001684030065487639,0.03758793591307485,16.150289963518524,0.06208949397899647,0.0,-3.2373414330645938
Fe,605.0,16.29533239664022,450.0,30.0,0.40261475983302614,0.0016606189748037316,0.03749345834776243,16.195029633011217,0.061148686306433275,0.0,-3.231261588257457
Fe,610.0,16.338670910720882,450.0,30.0,0.3970803002231412,0.0016377916232996007,0.037400718897559755,16.23940107059683,0.06023132960319,0.0,-3.2252502377707524
Fe,615.0,16.381672103417085,450.0,30.0,0.39168250164615404,0.0016155279419014547,0.037309669861855035,16.283410288325864,0.05933661728746458,0.0,-3.2193060661471518
