failure_mode,class,description,model,tier,variant,budget_CU,n_runs,n_failed,fraction
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,named,all,35,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
action_errors,protocol,>= 1 invalid / unaffordable action,gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,6,0.17142857142857143
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,1,0.2
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,3,0.6
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,named,all,35,4,0.11428571428571428
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,named,200,5,1,0.2
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,named,250,5,3,0.6
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,named,300,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,named,500,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,named,800,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,named,1200,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-nano-2026-03-17,weak,named,2000,5,0,0.0
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,19,0.5428571428571428
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,4,0.8
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,4,0.8
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,3,0.6
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,named,all,35,16,0.45714285714285713
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,named,200,5,1,0.2
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,named,250,5,1,0.2
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,named,300,5,3,0.6
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,named,500,5,3,0.6
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,named,800,5,3,0.6
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,named,1200,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.4-mini-2026-03-17,medium,named,2000,5,3,0.6
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,anonymous,all,35,14,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,anonymous,200,5,1,0.2
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,anonymous,250,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,anonymous,300,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,anonymous,500,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,anonymous,800,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,anonymous,1200,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,anonymous,2000,5,3,0.6
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,named,all,35,12,0.34285714285714286
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,named,200,5,1,0.2
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,named,250,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,named,300,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,named,500,5,1,0.2
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,named,800,5,2,0.4
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,named,1200,5,3,0.6
malformed_turns,protocol,>= 1 turn without a tool call,gpt-5.5-2026-04-23,strong,named,2000,5,1,0.2
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,named,all,35,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,named,200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,named,250,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,named,300,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,named,500,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,named,800,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,named,1200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-nano-2026-03-17,weak,named,2000,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,named,all,35,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,named,200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,named,250,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,named,300,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,named,500,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,named,800,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.4-mini-2026-03-17,medium,named,2000,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,anonymous,all,35,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,anonymous,200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,named,all,35,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
infra_retries,protocol,>= 1 infrastructure retry,gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
