draw,E_N_Fe,E_N_Ru,E_N_Os,n_feasible,atomic_winner,raw_cost_winner,economic_winner,Fe_feasible,rho_raw,rho_censored,top1,top3_actionable
0,-1.1006272909229102,-1.2420211432128125,-1.019234744731005,3,Fe,Fe,Fe,1,0.9214285714285713,0.6994896098482908,1.0,1.0
1,-1.55938863243673,-1.0864236110094554,-1.0008609244252897,3,Ru,Ru,Ru,1,0.9428571428571427,0.6994896098482908,1.0,1.0
2,-1.3833275863364873,-1.1192132279216078,-1.212047958494531,3,Os,Fe,Fe,1,0.9392857142857142,0.679066555546151,0.0,1.0
3,-1.2759684884696987,-1.283000105301599,-1.1969074501738464,3,Os,Fe,Fe,1,0.9571428571428571,0.684172319121686,0.0,1.0
4,-1.1018170206198092,-1.0931422736289593,-1.0234263971879707,4,Fe,Fe,Fe,1,0.9571428571428571,0.7791937224739796,1.0,1.0
5,-1.2222443813613144,-1.1635336951213848,-0.9860854295903503,5,Ru,Fe,Fe,1,0.9714285714285713,0.8356029971804347,0.0,1.0
6,-1.5147864237339363,-1.121234111865784,-0.9754441182275893,3,Ru,Fe,Fe,1,0.9107142857142855,0.684172319121686,0.0,1.0
7,-1.179673318241421,-1.1963524890339514,-1.2228565926419062,3,Fe,Fe,Fe,1,0.9678571428571429,0.6994896098482908,1.0,1.0
8,-1.457631313104605,-1.2221101155652379,-1.1666586304796112,3,Os,Fe,Fe,1,0.9607142857142855,0.679066555546151,0.0,1.0
9,-1.27525817647042,-1.1255735929570563,-1.1041664891638066,3,Ru,Fe,Fe,1,0.9464285714285712,0.684172319121686,0.0,1.0
10,-1.5530976892172736,-1.052426496038049,-1.0383500323449302,3,Ru,Ru,Ru,1,0.9214285714285713,0.6994896098482908,1.0,1.0
11,-1.2160174801514612,-1.2242487835393767,-1.2309709024136573,3,Fe,Fe,Fe,1,0.9035714285714285,0.6994896098482908,1.0,1.0
12,-1.2326667036000765,-1.0215943243185477,-1.1534290410287178,3,Os,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
13,-1.396586977202716,-1.15021725410991,-1.0704234158205428,3,Ru,Fe,Fe,1,0.914285714285714,0.684172319121686,0.0,1.0
14,-1.6360443043376178,-1.2636286925548446,-1.0261031095138409,2,Ru,Ru,Ru,0,0.9678571428571429,0.5916079783099615,1.0,0.6666666666666666
15,-1.569801499994882,-1.1599424225416581,-1.1043058248097817,3,Ru,Ru,Ru,1,0.9642857142857141,0.6663021466073136,1.0,0.6666666666666666
16,-1.2364291199437412,-1.0982597021162004,-1.1756706940176502,3,Os,Fe,Fe,1,0.8892857142857141,0.684172319121686,0.0,1.0
17,-1.067464145795991,-1.0488110692072445,-1.2576312635521665,3,Os,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
18,-1.562063823577824,-1.2654051816408054,-1.0593355859591864,5,Os,Ru,Ru,1,0.9607142857142855,0.8185932669579323,0.0,0.6666666666666666
19,-1.8974327801710027,-1.158138405511871,-1.1246760675585432,2,Ru,Ru,Ru,0,0.907142857142857,0.5916079783099615,1.0,0.6666666666666666
20,-1.1941020301065404,-1.033355165960586,-1.1643523695030165,3,Os,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
21,-1.2958174717581374,-1.1616896130051393,-1.0647191849783935,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
22,-1.426680665341384,-0.9873629231232683,-1.142672556647131,4,Os,Fe,Fe,1,0.9607142857142855,0.7608597525334153,0.0,1.0
23,-1.2544654830861135,-1.0350729650139592,-1.1255443047233649,3,Os,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
24,-1.4875829364834354,-1.2189951142880386,-1.0668727621681438,3,Ru,Fe,Fe,1,0.9714285714285713,0.684172319121686,0.0,1.0
25,-1.811169104238314,-1.0326207131969325,-1.044952684259547,3,Os,Ru,Ru,0,0.9678571428571429,0.6943838462727558,0.0,1.0
26,-1.146960110749859,-1.0695533731022415,-1.0341132353447982,3,Fe,Fe,Fe,1,0.9178571428571428,0.6994896098482908,1.0,1.0
27,-0.9633905669707983,-1.1042976433459617,-1.1826545842087273,3,Os,Fe,Fe,1,0.9214285714285713,0.679066555546151,0.0,1.0
28,-1.0735283854402389,-1.0171653722957763,-1.2082900326615555,3,Os,Fe,Fe,1,0.9607142857142855,0.684172319121686,0.0,1.0
29,-1.2298119880571359,-1.2061786860309078,-1.1501890232331073,3,Os,Fe,Fe,1,0.9035714285714285,0.679066555546151,0.0,1.0
30,-2.004039495514598,-1.1438808621963052,-1.1834387842427059,2,Os,Ru,Ru,0,0.8999999999999999,0.5855711622047578,0.0,0.6666666666666666
31,-1.235129700114152,-1.1515548367053279,-0.9967118474710803,4,Ru,Fe,Fe,1,0.9464285714285712,0.7746102299888384,0.0,1.0
32,-1.411062838528193,-1.0919126937893602,-0.9721953247049369,3,Ru,Fe,Fe,1,0.907142857142857,0.684172319121686,0.0,1.0
33,-1.3137642286726876,-1.0845983295683737,-1.1677387490949793,4,Os,Fe,Fe,1,0.9285714285714284,0.7608597525334153,0.0,1.0
34,-1.9657518914123182,-1.1821989423462433,-1.1650344496702314,2,Ru,Ru,Ru,0,0.932142857142857,0.5916079783099615,1.0,0.6666666666666666
35,-1.3896655553875488,-1.1941603962758878,-1.241476526591593,4,Ru,Fe,Fe,1,0.9357142857142854,0.7654432450185562,0.0,1.0
36,-1.67975138611246,-1.0593916466432194,-1.013477846159481,3,Ru,Ru,Ru,0,0.9428571428571427,0.6994896098482908,1.0,1.0
37,-1.2773902878038816,-1.2079140736549774,-1.0630299743330802,4,Ru,Fe,Fe,1,0.9428571428571427,0.7654432450185562,0.0,1.0
38,-1.9887870667914478,-1.274311030333667,-1.000007192492902,3,Ru,Ru,Ru,0,0.982142857142857,0.6994896098482908,1.0,1.0
39,-1.6271103376105573,-1.1206993149077074,-1.2363515515523795,2,Ru,Ru,Ru,0,0.9428571428571427,0.5916079783099615,1.0,0.6666666666666666
40,-1.3660788284362788,-1.1499337976747912,-1.2338683907261614,3,Ru,Fe,Fe,1,0.9464285714285712,0.684172319121686,0.0,1.0
41,-1.5441933558525427,-1.2561186264043405,-0.9636521888855764,3,Ru,Ru,Ru,1,0.9571428571428571,0.6943838462727558,1.0,1.0
42,-1.2131130839947226,-1.224347900327854,-1.129482091150629,3,Fe,Fe,Fe,1,0.9642857142857141,0.6943838462727558,1.0,1.0
43,-1.2480518760567207,-1.0154334796149265,-1.046250401553223,3,Fe,Fe,Fe,1,0.9607142857142855,0.6943838462727558,1.0,1.0
44,-1.314740638104705,-1.1426882032127001,-0.9729064164439084,4,Ru,Fe,Fe,1,0.9357142857142854,0.7654432450185562,0.0,1.0
45,-1.3131925908254627,-1.0245957161728216,-0.9968534640176412,5,Ru,Fe,Fe,1,0.9749999999999999,0.822845699513558,0.0,1.0
46,-1.163937677873531,-1.0949434758977608,-1.0392608116506665,5,Fe,Fe,Fe,1,0.9892857142857142,0.8398554297360603,1.0,1.0
47,-1.587507001306995,-1.0158982281314166,-1.0439656571914857,4,Os,Ru,Ru,1,0.9571428571428571,0.7700267375036974,0.0,0.6666666666666666
48,-1.498722749875636,-1.0337621324012058,-0.9910807601921414,3,Ru,Fe,Fe,1,0.9678571428571429,0.684172319121686,0.0,1.0
49,-1.3766982375353112,-1.1954662392941542,-1.101592621731429,4,Ru,Fe,Fe,1,0.9464285714285712,0.7654432450185562,0.0,1.0
50,-0.9747751661605024,-1.1135251373595452,-1.0986938281711394,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
51,-1.6986948643705593,-1.0984453086704118,-1.0525566400046171,2,Ru,Ru,Ru,0,0.95,0.5916079783099615,1.0,0.6666666666666666
52,-1.145298482550109,-1.020366887578016,-1.0080461557334686,4,Fe,Fe,Fe,1,0.9678571428571429,0.7791937224739796,1.0,1.0
53,-1.2468046691905978,-1.281659526670907,-1.2043495313857608,3,Os,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
54,-1.5588491736619439,-1.2505527620195687,-1.2144763480153586,4,Os,Ru,Ru,1,0.9464285714285712,0.7700267375036974,0.0,0.6666666666666666
55,-1.665114800337467,-1.0364776101364246,-1.2041885321128498,3,Os,Ru,Ru,0,0.9535714285714283,0.6943838462727558,0.0,1.0
56,-1.4097378905830127,-1.139614917551452,-1.13136728839923,3,Ru,Fe,Fe,1,0.9535714285714283,0.684172319121686,0.0,1.0
57,-2.3706276893782747,-1.182689056344101,-1.1388575866652686,2,Ru,Ru,Ru,0,0.9428571428571427,0.5916079783099615,1.0,0.6666666666666666
58,-1.3124850386068916,-1.1271812724019412,-1.0558249782173528,3,Ru,Fe,Fe,1,0.8999999999999999,0.684172319121686,0.0,1.0
59,-1.2640086992433783,-1.083452801829996,-1.2360802660965877,4,Os,Fe,Fe,1,0.9464285714285712,0.7608597525334153,0.0,1.0
60,-1.4628273130728613,-1.0645031340587825,-0.9980671987359648,3,Ru,Fe,Fe,1,0.8999999999999999,0.684172319121686,0.0,1.0
61,-1.23548469123268,-1.1712455348108815,-1.2232826476164207,3,Ru,Fe,Fe,1,0.8964285714285712,0.684172319121686,0.0,1.0
62,-1.5947236271055107,-1.0319203308723877,-1.0678224973298172,3,Os,Ru,Ru,0,0.95,0.6943838462727558,0.0,1.0
63,-1.4390702554859878,-1.061985355509552,-1.255082839027859,3,Os,Fe,Fe,1,0.8892857142857141,0.679066555546151,0.0,1.0
64,-1.3775127930775626,-1.268745355559145,-1.0429363988500406,3,Ru,Fe,Fe,1,0.9285714285714284,0.684172319121686,0.0,1.0
65,-1.4518584136216088,-1.2687632761278889,-1.2069695434505798,3,Os,Fe,Fe,1,0.8892857142857141,0.679066555546151,0.0,1.0
66,-1.104662562487203,-1.0566737322066895,-1.2434458880908594,3,Fe,Fe,Fe,1,0.9464285714285712,0.6943838462727558,1.0,1.0
67,-1.6417927355882849,-1.0304567111295038,-1.0233122979936697,3,Ru,Ru,Ru,0,0.9464285714285712,0.6994896098482908,1.0,1.0
68,-1.2660152784557845,-1.1170001332914667,-1.055669788380725,3,Ru,Fe,Fe,1,0.9642857142857141,0.684172319121686,0.0,1.0
69,-1.0251455013714232,-1.140789855001205,-0.9866701285033966,4,Ru,Fe,Fe,1,0.9749999999999999,0.7746102299888384,0.0,1.0
70,-1.2603035477119524,-1.2392748442807944,-1.125626677471532,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
71,-1.2081450827719866,-1.2125998742930522,-1.0143135081279802,4,Fe,Fe,Fe,1,0.9642857142857141,0.7791937224739796,1.0,1.0
72,-1.1793021933401568,-1.079875894382282,-1.1888867771371787,3,Fe,Fe,Fe,1,0.9392857142857142,0.6943838462727558,1.0,1.0
73,-1.1538987127568356,-1.1930613035710766,-1.073733543772144,3,Ru,Fe,Fe,1,0.9392857142857142,0.6943838462727558,0.0,1.0
74,-1.305966326811145,-1.281186097381386,-1.2160870309335037,3,Os,Fe,Fe,1,0.9571428571428571,0.679066555546151,0.0,1.0
75,-1.1804333171192387,-1.1032592117336548,-0.9782824202722895,4,Fe,Fe,Fe,1,0.9464285714285712,0.7791937224739796,1.0,1.0
76,-1.4127937150802112,-1.2133048345274027,-1.225314153431354,3,Ru,Fe,Fe,1,0.9535714285714283,0.684172319121686,0.0,1.0
77,-1.3978524271798085,-1.2028251186803203,-1.2462797656117381,4,Ru,Fe,Fe,1,0.9678571428571429,0.7654432450185562,0.0,1.0
78,-1.0067504007308905,-1.1210269028780593,-0.9595539056211329,3,Ru,Fe,Fe,1,0.9571428571428571,0.6943838462727558,0.0,1.0
79,-1.5095130134118442,-1.1014030688899628,-1.2088903246306506,3,Os,Fe,Fe,1,0.8892857142857141,0.679066555546151,0.0,1.0
80,-1.3003335510070964,-1.26990370843,-1.2042438354637433,3,Os,Fe,Fe,1,0.9392857142857142,0.679066555546151,0.0,1.0
81,-1.2000258483962896,-1.1092466323443486,-1.1557932953487307,3,Fe,Fe,Fe,1,0.9607142857142855,0.6943838462727558,1.0,1.0
82,-0.9980028680695797,-1.1928898252128932,-1.148116064370071,3,Ru,Fe,Fe,1,0.9464285714285712,0.684172319121686,0.0,1.0
83,-1.528747198177117,-1.267400566972659,-1.255658922292444,3,Os,Ru,Ru,1,0.932142857142857,0.684172319121686,0.0,1.0
84,-1.4118485450364544,-1.1171469589458574,-1.1238111609193864,3,Os,Fe,Fe,1,0.9249999999999998,0.679066555546151,0.0,1.0
85,-1.6441443624759327,-1.119163403938876,-1.1052850588688823,3,Ru,Ru,Ru,0,0.95,0.6994896098482908,1.0,1.0
86,-1.2274141278561506,-1.245016018641409,-1.1664976877450655,3,Os,Fe,Fe,1,0.9785714285714284,0.684172319121686,0.0,1.0
87,-1.3193458006476366,-1.1316865690816407,-1.1768095737897466,3,Os,Fe,Fe,1,0.9678571428571429,0.679066555546151,0.0,1.0
88,-1.3150195229001305,-1.248193599933208,-1.1957698138860315,3,Os,Fe,Fe,1,0.9249999999999998,0.679066555546151,0.0,1.0
89,-1.3137898999943196,-1.002462673000295,-1.0687716582410967,3,Os,Fe,Fe,1,0.9178571428571428,0.679066555546151,0.0,1.0
90,-1.513585997107806,-1.1144200127869637,-0.9657041274901524,3,Ru,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
91,-1.4469955243230468,-0.9993985324845673,-1.0061201516865217,3,Os,Fe,Fe,1,0.9357142857142854,0.679066555546151,0.0,1.0
92,-1.4652333126007557,-0.989728569682498,-1.1190349637405457,3,Os,Fe,Fe,1,0.9214285714285713,0.679066555546151,0.0,1.0
93,-1.6836445271905016,-1.2717891079376586,-1.247595583230508,2,Os,Ru,Ru,0,0.9607142857142855,0.5855711622047578,0.0,0.6666666666666666
94,-1.6585074596971239,-1.170396468267083,-0.9861427117611452,2,Ru,Ru,Ru,0,0.95,0.5916079783099615,1.0,0.6666666666666666
95,-0.9465035016448128,-1.2049159080819123,-1.1981354815371623,3,Os,Fe,Fe,1,0.9642857142857141,0.679066555546151,0.0,1.0
96,-1.6788376062534422,-1.1549727253351345,-1.0481815626598168,2,Ru,Ru,Ru,0,0.9285714285714284,0.5916079783099615,1.0,0.6666666666666666
97,-1.3492517037758742,-1.245552413749018,-1.0168794637693024,4,Ru,Fe,Fe,1,0.9428571428571427,0.7654432450185562,0.0,1.0
98,-1.5827646193004985,-1.0625779178110566,-1.064968522437569,3,Os,Ru,Ru,1,0.9749999999999999,0.6611963830317786,0.0,0.6666666666666666
99,-1.5529264740519817,-1.000477036483772,-1.1707517744236025,3,Os,Ru,Ru,1,0.9214285714285713,0.6943838462727558,0.0,1.0
100,-1.472525710763338,-1.255919633351571,-1.1039357329808288,3,Os,Fe,Fe,1,0.9464285714285712,0.679066555546151,0.0,1.0
101,-1.664202874893733,-1.0350880829580702,-0.9802002716541998,3,Ru,Ru,Ru,0,0.9857142857142854,0.6994896098482908,1.0,1.0
102,-1.4610845251870619,-1.2318250599947875,-1.0249619643252585,4,Ru,Fe,Fe,1,0.9607142857142855,0.7654432450185562,0.0,1.0
103,-1.1373041608183552,-1.0029981194468314,-1.2079985856818014,3,Os,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
104,-0.9843878456357492,-1.1776954060140765,-1.0885347823444136,3,Ru,Fe,Fe,1,0.907142857142857,0.684172319121686,0.0,1.0
105,-1.8408290165163792,-1.0681298638567291,-1.1461419151366528,2,Os,Ru,Ru,0,0.9678571428571429,0.5855711622047578,0.0,0.6666666666666666
106,-1.1111111445518655,-1.2346671555177369,-1.134828426370323,3,Os,Fe,Fe,1,0.9535714285714283,0.684172319121686,0.0,1.0
107,-1.5608655235171252,-1.2078097529721372,-1.111208090579628,3,Ru,Ru,Ru,1,0.9571428571428571,0.6663021466073136,1.0,0.6666666666666666
108,-1.9204391786319355,-1.1992248748489263,-1.0892907770045575,2,Ru,Ru,Ru,0,0.9107142857142855,0.5916079783099615,1.0,0.6666666666666666
109,-1.1749213903895315,-1.1037399999638025,-1.020088370780887,3,Fe,Fe,Fe,1,0.9357142857142854,0.6994896098482908,1.0,1.0
110,-1.512796805527708,-1.1247053266337028,-1.1098420835072156,4,Ru,Fe,Fe,1,0.95,0.7654432450185562,0.0,1.0
111,-1.709462386418279,-1.0187213711885426,-1.0447123103645495,2,Os,Ru,Ru,0,0.9357142857142854,0.5855711622047578,0.0,0.6666666666666666
112,-1.183342920462056,-1.2805881131741625,-1.1454933211360943,3,Fe,Fe,Fe,1,0.9392857142857142,0.6943838462727558,1.0,1.0
113,-1.3219800722178612,-1.1311690752066377,-1.0328167682336105,3,Ru,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
114,-1.513367676424459,-1.107581682028279,-1.2019640795961875,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
115,-1.3512429396091132,-1.1424286577994833,-0.9924385224687924,3,Ru,Fe,Fe,1,0.9749999999999999,0.684172319121686,0.0,1.0
116,-0.7681043745642199,-1.048553709186237,-1.185708926139507,4,Os,Fe,Fe,1,0.9607142857142855,0.7608597525334153,0.0,1.0
117,-1.0638358875463936,-1.1216149648487048,-1.11725350207445,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
118,-1.4368555922649067,-1.0248532354141684,-1.1886565845945756,5,Os,Fe,Fe,1,0.95,0.822845699513558,0.0,1.0
119,-1.234993788470385,-1.2600532920713836,-0.9735542167467386,3,Fe,Fe,Fe,1,0.9464285714285712,0.6994896098482908,1.0,1.0
120,-1.7127970908129877,-1.1388497664596668,-1.036663435663288,3,Ru,Ru,Ru,0,0.9464285714285712,0.6994896098482908,1.0,1.0
121,-1.243821391463227,-1.1240033330593755,-0.9793218263119046,4,Ru,Fe,Fe,1,0.9785714285714284,0.7746102299888384,0.0,1.0
122,-1.2383181098662048,-1.002766268757537,-1.0228889497663527,3,Fe,Fe,Fe,1,0.95,0.6943838462727558,1.0,1.0
123,-1.3528853773440441,-1.16967654742768,-1.125479698186921,3,Ru,Fe,Fe,1,0.9607142857142855,0.684172319121686,0.0,1.0
124,-1.5823681973095498,-1.1141295503395383,-0.9914346917579508,3,Ru,Ru,Ru,1,0.9464285714285712,0.6331146833663361,1.0,0.6666666666666666
125,-1.1950722984336006,-1.176281466403276,-1.0259523321534303,3,Ru,Fe,Fe,1,0.9749999999999999,0.6943838462727558,0.0,1.0
126,-0.827950243716673,-1.2380623534738795,-1.2099115120771264,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
127,-1.6379951577916536,-1.1664510339620529,-1.0868816330830544,2,Ru,Ru,Ru,0,0.9285714285714284,0.5916079783099615,1.0,0.6666666666666666
128,-1.7316980847045014,-1.0197254444521069,-1.1469886516793724,2,Os,Ru,Ru,0,0.9107142857142855,0.5855711622047578,0.0,0.6666666666666666
129,-1.3416288445409683,-1.24039514906759,-1.0873694560988783,3,Ru,Fe,Fe,1,0.8928571428571428,0.684172319121686,0.0,1.0
130,-1.2890699790013531,-1.2330076068948765,-1.1942511284293742,4,Os,Fe,Fe,1,0.9607142857142855,0.7608597525334153,0.0,1.0
131,-1.3841049857876795,-1.1862699804312313,-1.113288579025257,3,Ru,Fe,Fe,1,0.907142857142857,0.684172319121686,0.0,1.0
132,-1.8602227852224038,-1.1617903273554866,-1.219755374118221,2,Ru,Ru,Ru,0,0.9178571428571428,0.5916079783099615,1.0,0.6666666666666666
133,-1.0931107466205723,-1.2705164765609316,-1.0547702442164577,3,Fe,Fe,Fe,1,0.9392857142857142,0.6943838462727558,1.0,1.0
134,-1.484953934590427,-1.1789392006969845,-1.0951913094675634,3,Ru,Fe,Fe,1,0.9464285714285712,0.684172319121686,0.0,1.0
135,-1.340059954114308,-1.2149350599370392,-0.9931572498222019,4,Ru,Fe,Fe,1,0.9607142857142855,0.7654432450185562,0.0,1.0
136,-1.2776732572967764,-1.2406940321103062,-1.0807960687940232,3,Ru,Fe,Fe,1,0.9535714285714283,0.684172319121686,0.0,1.0
137,-1.4732136709886718,-1.0394881166867924,-0.9734488980364975,3,Ru,Fe,Fe,1,0.9464285714285712,0.684172319121686,0.0,1.0
138,-1.709464540638015,-1.0520761391198226,-1.148328810304201,2,Os,Ru,Ru,0,0.9107142857142855,0.5855711622047578,0.0,0.6666666666666666
139,-1.384855080559497,-1.161272384920335,-1.1887983363165566,4,Os,Fe,Fe,1,0.932142857142857,0.7608597525334153,0.0,1.0
140,-1.487441964488133,-1.0597680108805132,-1.1943427310108956,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
141,-1.3036375126372393,-1.1481914539165141,-0.9775806265851168,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
142,-1.6742564333759709,-1.1290829000548435,-1.0571830435520546,2,Ru,Ru,Ru,0,0.914285714285714,0.5916079783099615,1.0,0.6666666666666666
143,-1.8272348944283572,-1.1776020555154196,-1.0658763669238214,3,Ru,Ru,Ru,0,0.9392857142857142,0.6994896098482908,1.0,1.0
144,-1.1833303103887758,-1.0734600978507787,-1.0452207040991388,3,Fe,Fe,Fe,1,0.9642857142857141,0.6994896098482908,1.0,1.0
145,-1.046453151238143,-1.13235582996635,-1.1480756125467928,3,Os,Fe,Fe,1,0.9178571428571428,0.679066555546151,0.0,1.0
146,-1.178067992193659,-1.0145115864372432,-1.0352076751436639,3,Fe,Fe,Fe,1,0.9642857142857141,0.6943838462727558,1.0,1.0
147,-1.180789889846588,-1.0164488827011828,-1.1202379368565674,3,Fe,Fe,Fe,1,0.9428571428571427,0.6943838462727558,1.0,1.0
148,-1.3778398806933847,-1.059635008460916,-1.2311188960923993,3,Os,Fe,Fe,1,0.9607142857142855,0.679066555546151,0.0,1.0
149,-1.1430466831272985,-1.0110520434203456,-1.0876023418967922,3,Fe,Fe,Fe,1,0.914285714285714,0.6943838462727558,1.0,1.0
150,-1.8177151349843634,-1.235847078731343,-1.1762338952677016,2,Os,Ru,Ru,0,0.9392857142857142,0.5855711622047578,0.0,0.6666666666666666
151,-1.1033649650692865,-1.2340080393418966,-0.9892489852803278,5,Ru,Fe,Fe,1,0.9678571428571429,0.8356029971804347,0.0,1.0
152,-1.0842810757185646,-1.064831054829293,-1.2417458325323774,3,Os,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
153,-1.5205447961276835,-1.0383653330553082,-1.2461978458705067,3,Os,Fe,Fe,1,0.9107142857142855,0.679066555546151,0.0,1.0
154,-1.5949639528274953,-1.078452855458568,-1.069247287257828,2,Ru,Ru,Ru,0,0.932142857142857,0.5916079783099615,1.0,0.6666666666666666
155,-1.0448098447536212,-1.279394518292097,-1.006871139556642,3,Fe,Fe,Fe,1,0.9678571428571429,0.6994896098482908,1.0,1.0
156,-1.3146572125681784,-1.1760628578356807,-1.176711640498729,3,Os,Fe,Fe,1,0.9392857142857142,0.679066555546151,0.0,1.0
157,-1.5741909366074032,-1.0840736041201795,-1.1468694769610852,4,Os,Ru,Ru,1,0.9464285714285712,0.7700267375036974,0.0,0.6666666666666666
158,-1.054807231133775,-1.2545206022502249,-1.1184234052983675,3,Os,Fe,Fe,1,0.9642857142857141,0.679066555546151,0.0,1.0
159,-0.9219640375284608,-1.2253473769866958,-1.2531777768272976,3,Ru,Fe,Fe,1,0.9857142857142854,0.684172319121686,0.0,1.0
160,-1.4995988907621487,-1.144226554259801,-1.0209165739487476,3,Ru,Fe,Fe,1,0.9678571428571429,0.684172319121686,0.0,1.0
161,-0.9987907483103997,-1.1815153235960643,-0.97780926462007,3,Ru,Fe,Fe,1,0.9714285714285713,0.6943838462727558,0.0,1.0
162,-1.161759336986842,-1.0168278547542422,-1.2001785809271694,3,Fe,Fe,Fe,1,0.9535714285714283,0.6943838462727558,1.0,1.0
163,-1.499569561163084,-1.0107222753691865,-1.0687801006345514,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
164,-0.9749786946371763,-1.1216794415964075,-1.1322541082817998,3,Os,Fe,Fe,1,0.9214285714285713,0.679066555546151,0.0,1.0
165,-1.6024838693748682,-0.9961947255770007,-1.2064040509438403,2,Os,Ru,Ru,0,0.9392857142857142,0.5855711622047578,0.0,0.6666666666666666
166,-1.3872474952682536,-0.9931580308364194,-1.1687753746570233,3,Os,Fe,Fe,1,0.9571428571428571,0.679066555546151,0.0,1.0
167,-1.3453504833544805,-1.1649017563421635,-1.183089698027411,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
168,-1.7471836327316588,-1.2622358963978748,-1.141867876669136,2,Os,Ru,Ru,0,0.9178571428571428,0.5855711622047578,0.0,0.6666666666666666
169,-1.404682692982103,-1.2132375008468441,-1.0724999268463045,3,Ru,Fe,Fe,1,0.9178571428571428,0.684172319121686,0.0,1.0
170,-1.2467277293273584,-1.2389768086416277,-1.0174166198403543,3,Ru,Fe,Fe,1,0.9857142857142854,0.6943838462727558,0.0,1.0
171,-1.8291797012599424,-1.0787872503255764,-1.052660327411184,2,Ru,Ru,Ru,0,0.9178571428571428,0.5916079783099615,1.0,0.6666666666666666
